time,X,sdX,S,sdS,V,Feedrate,batch number
0,1.810797955,0.1,1.810797955,0.25,10,1.8108,1
1,2.081904332,0.1,2.550379552,0.25,11.81079795,1.8108,1
2,2.579317469,0.1,2.946197574,0.25,13.62159591,1.8108,1
3,3.313685901,0.1,3.008281473,0.25,15.43239386,1.8108,1,
4,4.284521732,0.1,2.769010268,0.25,17.24319182,1.8108,1,
5,5.439079358,0.1,2.330904399,0.25,19.05398977,1.8108,1,
6,6.667107018,0.1,1.852634983,0.25,20.86478773,1.8108,1,
7,7.858559565,0.1,1.463485904,0.25,22.67558568,1.8108,1,
8,8.968323669,0.1,1.198474977,0.25,24.48638364,1.8108,1,
9,10.00936806,0.1,1.026778232,0.25,26.29718159,1.8108,1,
10,11.00831889,0.1,0.909350002,0.25,28.10797955,1.8108,1,
11,11.9832035,0.1,0.821872899,0.25,29.9187775,1.8108,1,
12,12.94313143,0.1,0.7523452,0.25,31.72957545,1.8108,1,
13,13.8925811,0.1,0.694893144,0.25,33.54037341,1.8108,1,
14,14.83404698,0.1,0.646270925,0.25,35.35117136,1.8108,1,
15,15.76913176,0.1,0.60443302,0.25,37.16196932,1.8108,1,
,,,,,,,,
0,1.810797955,0.1,1.810797955,0.25,10,4.1892,2,
1,1.855258787,0.1,4.114164124,0.25,14.18920205,4.1892,2,
2,2.349836635,0.1,5.603679959,0.25,18.37840409,4.1892,2,
3,3.304817546,0.1,6.305524609,0.25,22.56760614,4.1892,2,
4,4.862520089,0.1,6.077871544,0.25,26.75680818,4.1892,2,
5,7.120963933,0.1,4.95937668,0.25,30.94601023,4.1892,2,
6,9.893657733,0.1,3.460843693,0.25,35.13521227,4.1892,2,
7,12.67982516,0.1,2.308082322,0.25,39.32441432,4.1892,2,
8,15.19037031,0.1,1.699285153,0.25,43.51361636,4.1892,2,
9,17.51173505,0.1,1.389759808,0.25,47.70281841,4.1892,2,
10,19.75466273,0.1,1.19693964,0.25,51.89202045,4.1892,2,
11,21.96016048,0.1,1.057092135,0.25,56.0812225,4.1892,2,
12,24.14161224,0.1,0.948600407,0.25,60.27042455,4.1892,2,
13,26.30523747,0.1,0.861351684,0.25,64.45962659,4.1892,2,
14,28.4548549,0.1,0.78941998,0.25,68.64882864,4.1892,2,
15,30.59309864,0.1,0.728975288,0.25,72.83803068,4.1892,2,
,,,,,,,,
0,1.810797955,0.1,4.189202045,0.25,10,1.8108,3,
1,2.410751687,0.1,4.047614014,0.25,11.81079795,1.8108,3,
2,3.237128126,0.1,3.690988117,0.25,13.62159591,1.8108,3,
3,4.289179803,0.1,3.128633709,0.25,15.43239386,1.8108,3,
4,5.494994035,0.1,2.471595898,0.25,17.24319182,1.8108,3,
5,6.724612186,0.1,1.88205292,0.25,19.05398977,1.8108,3,
6,7.873762073,0.1,1.459906034,0.25,20.86478773,1.8108,3,
7,8.923416753,0.1,1.195783802,0.25,22.67558568,1.8108,3,
8,9.906052637,0.1,1.031258925,0.25,24.48638364,1.8108,3,
9,10.85414572,0.1,0.918954755,0.25,26.29718159,1.8108,3,
10,11.7853121,0.1,0.834120048,0.25,28.10797955,1.8108,3,
11,12.70715781,0.1,0.765702034,0.25,29.9187775,1.8108,3,
12,13.62295418,0.1,0.708529324,0.25,31.72957545,1.8108,3,
13,14.53434681,0.1,0.659747275,0.25,33.54037341,1.8108,3,
14,15.44233126,0.1,0.617516731,0.25,35.35117136,1.8108,3,
15,16.34758445,0.1,0.580542311,0.25,37.16196932,1.8108,3,
,,,,,,,,
0,1.810797955,0.1,4.189202045,0.25,10,4.1892,4,
1,2.083323267,0.1,5.400412276,0.25,14.18920205,4.1892,4,
2,2.756576494,0.1,6.197673494,0.25,18.37840409,4.1892,4,
3,3.924548103,0.1,6.328022378,0.25,22.56760614,4.1892,4,
4,5.722228976,0.1,5.636665195,0.25,26.75680818,4.1892,4,
5,8.152047674,0.1,4.302185383,0.25,30.94601023,4.1892,4,
6,10.89177878,0.1,2.930812134,0.25,35.13521227,4.1892,4,
7,13.49652658,0.1,2.03847405,0.25,39.32441432,4.1892,4,
8,15.8631053,0.1,1.582236998,0.25,43.51361636,4.1892,4,
9,18.10564744,0.1,1.328443367,0.25,47.70281841,4.1892,4,
10,20.29758669,0.1,1.157389896,0.25,51.89202045,4.1892,4,
11,22.46317994,0.1,1.028961023,0.25,56.0812225,4.1892,4,
12,24.61109657,0.1,0.927605192,0.25,60.27042455,4.1892,4,
13,26.74576823,0.1,0.845174637,0.25,64.45962659,4.1892,4,
14,28.86999989,0.1,0.7766493,0.25,68.64882864,4.1892,4,
15,30.98574201,0.1,0.718694535,0.25,72.83803068,4.1892,4,
,,,,,,,,
0,4.189202045,0.1,1.810797955,0.25,10,1.8108,5,
1,4.658747406,0.1,1.909018493,0.25,11.81079795,1.8108,5,
2,5.316037443,0.1,1.856021985,0.25,13.62159591,1.8108,5,
3,6.105119262,0.1,1.705592213,0.25,15.43239386,1.8108,5,
4,6.971686822,0.1,1.51486921,0.25,17.24319182,1.8108,5,
5,7.870728748,0.1,1.328903193,0.25,19.05398977,1.8108,5,
6,8.775193427,0.1,1.170246108,0.25,20.86478773,1.8108,5,
7,9.674852308,0.1,1.042464914,0.25,22.67558568,1.8108,5,
8,10.5686723,0.1,0.940342526,0.25,24.48638364,1.8108,5,
9,11.45835025,0.1,0.857371478,0.25,26.29718159,1.8108,5,
10,12.34552164,0.1,0.788476692,0.25,28.10797955,1.8108,5,
11,13.23122544,0.1,0.730171083,0.25,29.9187775,1.8108,5,
12,14.11605485,0.1,0.680076796,0.25,31.72957545,1.8108,5,
13,15.00034865,0.1,0.63651685,0.25,33.54037341,1.8108,5,
14,15.88430935,0.1,0.598260785,0.25,35.35117136,1.8108,5,
15,16.76806141,0.1,0.564379478,0.25,37.16196932,1.8108,5,
,,,,,,,,
0,4.189202045,0.1,1.810797955,0.25,10,4.1892,6,
1,4.170781543,0.1,3.346251584,0.25,14.18920205,4.1892,6,
2,4.942881945,0.1,4.040368241,0.25,18.37840409,4.1892,6,
3,6.314458238,0.1,4.041406613,0.25,22.56760614,4.1892,6,
4,8.20350408,0.1,3.502384627,0.25,26.75680818,4.1892,6,
5,10.41758473,0.1,2.749952308,0.25,30.94601023,4.1892,6,
6,12.70069822,0.1,2.112185893,0.25,35.13521227,4.1892,6,
7,14.91786773,0.1,1.690167637,0.25,39.32441432,4.1892,6,
8,17.07120519,0.1,1.420156767,0.25,43.51361636,4.1892,6,
9,19.19132784,0.1,1.232632189,0.25,47.70281841,4.1892,6,
10,21.29474358,0.1,1.091904528,0.25,51.89202045,4.1892,6,
11,23.38820132,0.1,0.981191688,0.25,56.0812225,4.1892,6,
12,25.4748296,0.1,0.891416683,0.25,60.27042455,4.1892,6,
13,27.55637752,0.1,0.816995707,0.25,64.45962659,4.1892,6,
14,29.63394762,0.1,0.75422653,0.25,68.64882864,4.1892,6,
15,31.70829201,0.1,0.700531522,0.25,72.83803068,4.1892,6,
,,,,,,,,
0,4.189202045,0.1,4.189202045,0.25,10,1.8108,7,
1,5.350800068,0.1,2.898200222,0.25,11.81079795,1.8108,7,
2,6.431934603,0.1,2.039748873,0.25,13.62159591,1.8108,7,
3,7.369628186,0.1,1.546137166,0.25,15.43239386,1.8108,7,
4,8.20696426,0.1,1.279023985,0.25,17.24319182,1.8108,7,
5,9.006399929,0.1,1.12197637,0.25,19.05398977,1.8108,7,
6,9.803206512,0.1,1.012947938,0.25,20.86478773,1.8108,7,
7,10.60923717,0.1,0.926621575,0.25,22.67558568,1.8108,7,
8,11.42597117,0.1,0.853863144,0.25,24.48638364,1.8108,7,
9,12.25195665,0.1,0.791086991,0.25,26.29718159,1.8108,7,
10,13.08546017,0.1,0.736370937,0.25,28.10797955,1.8108,7,
11,13.92506775,0.1,0.688347291,0.25,29.9187775,1.8108,7,
12,14.76969833,0.1,0.645931729,0.25,31.72957545,1.8108,7,
13,15.6185214,0.1,0.608244432,0.25,33.54037341,1.8108,7,
14,16.4708874,0.1,0.574567685,0.25,35.35117136,1.8108,7,
15,17.32627712,0.1,0.544315967,0.25,37.16196932,1.8108,7,
,,,,,,,,
0,4.189202045,0.1,4.189202045,0.25,10,4.1892,8,
1,4.659927716,0.1,4.235064158,0.25,14.18920205,4.1892,8,
2,5.689293833,0.1,4.174436686,0.25,18.37840409,4.1892,8,
3,7.225405752,0.1,3.767775943,0.25,22.56760614,4.1892,8,
4,9.162749162,0.1,3.104074657,0.25,26.75680818,4.1892,8,
5,11.30020709,0.1,2.431241629,0.25,30.94601023,4.1892,8,
6,13.45564955,0.1,1.924141267,0.25,35.13521227,4.1892,8,
7,15.56817665,0.1,1.587624905,0.25,39.32441432,4.1892,8,
8,17.6498616,0.1,1.359010965,0.25,43.51361636,4.1892,8,
9,19.71772583,0.1,1.191960417,0.25,47.70281841,4.1892,8,
10,21.77954734,0.1,1.06290523,0.25,51.89202045,4.1892,8,
11,23.83829738,0.1,0.959604528,0.25,56.0812225,4.1892,8,
12,25.89523548,0.1,0.874846552,0.25,60.27042455,4.1892,8,
13,27.95097568,0.1,0.803969694,0.25,64.45962659,4.1892,8,
14,30.00584749,0.1,0.74378507,0.25,68.64882864,4.1892,8,
15,32.06003987,0.1,0.692025066,0.25,72.83803068,4.1892,8,
,,,,,,,,
0,1,0.1,3,0.25,10,3,9,
1,1.178954162,0.1,4.424144955,0.25,13,3,9,
2,1.576301539,0.1,5.446598267,0.25,16,3,9,
3,2.266959278,0.1,5.97907074,0.25,19,3,9,
4,3.375744876,0.1,5.870021147,0.25,22,3,9,
5,5.017776114,0.1,5.045468646,0.25,25,3,9,
6,7.15149043,0.1,3.729606927,0.25,28,3,9,
7,9.441662687,0.1,2.48174346,0.25,31,3,9,
8,11.50988341,0.1,1.710040299,0.25,34,3,9,
9,13.31732958,0.1,1.332731861,0.25,37,3,9,
10,14.99446549,0.1,1.132031221,0.25,40,3,9,
11,16.61843685,0.1,0.999045051,0.25,43,3,9,
12,18.21506621,0.1,0.898411971,0.25,46,3,9,
13,19.79326497,0.1,0.817848506,0.25,49,3,9,
14,21.35743038,0.1,0.75141719,0.25,52,3,9,
15,22.91037515,0.1,0.695508662,0.25,55,3,9,
,,,,,,,,
0,5,0.1,3,0.25,10,3,10,
1,5.556423374,0.1,2.835786001,0.25,13,3,10,
2,6.438710852,0.1,2.65408261,0.25,16,3,10,
3,7.58171712,0.1,2.3769229,0.25,19,3,10,
4,8.898887184,0.1,2.049014103,0.25,22,3,10,
5,10.30229768,0.1,1.740361465,0.25,25,3,10,
6,11.73364193,0.1,1.489111808,0.25,28,3,10,
7,13.16999035,0.1,1.296226045,0.25,31,3,10,
8,14.60736653,0.1,1.147686707,0.25,34,3,10,
9,16.04653078,0.1,1.030204096,0.25,37,3,10,
10,17.48812756,0.1,0.934758151,0.25,40,3,10,
11,18.93223458,0.1,0.855546221,0.25,43,3,10,
12,20.37866542,0.1,0.78869779,0.25,46,3,10,
13,21.82715749,0.1,0.731509866,0.25,49,3,10,
14,23.27744716,0.1,0.682024022,0.25,52,3,10,
15,24.72929424,0.1,0.638781633,0.25,55,3,10,
,,,,,,,,
0,3,0.1,1,0.25,10,3,11,
1,3.021059961,0.1,2.585367805,0.25,13,3,11,
2,3.582606096,0.1,3.40227118,0.25,16,3,11,
3,4.57189985,0.1,3.618563153,0.25,19,3,11,
4,5.963297122,0.1,3.326518966,0.25,22,3,11,
5,7.657835373,0.1,2.729450308,0.25,25,3,11,
6,9.463079917,0.1,2.111520979,0.25,28,3,11,
7,11.21508583,0.1,1.654628405,0.25,31,3,11,
8,12.87484179,0.1,1.363489458,0.25,34,3,11,
9,14.47266839,0.1,1.173642711,0.25,37,3,11,
10,16.0373632,0.1,1.037779867,0.25,40,3,11,
11,17.5830555,0.1,0.933135934,0.25,43,3,11,
12,19.11611328,0.1,0.848976755,0.25,46,3,11,
13,20.6398857,0.1,0.779430728,0.25,49,3,11,
14,22.15644766,0.1,0.720827349,0.25,52,3,11,
15,23.66721656,0.1,0.670685561,0.25,55,3,11,
,,,,,,,,
0,3,0.1,5,0.25,10,3,12,
1,3.754243825,0.1,4.504747037,0.25,13,3,12,
2,4.830574909,0.1,3.987985135,0.25,16,3,12,
3,6.210818603,0.1,3.337492316,0.25,19,3,12,
4,7.793961263,0.1,2.644837965,0.25,22,3,12,
5,9.430147096,0.1,2.061900903,0.25,25,3,12,
6,11.02116821,0.1,1.654751032,0.25,28,3,12,
7,12.5557312,0.1,1.388647114,0.25,31,3,12,
8,14.05732971,0.1,1.206408272,0.25,34,3,12,
9,15.54400099,0.1,1.071298643,0.25,37,3,12,
10,17.0238306,0.1,0.965171191,0.25,40,3,12,
11,18.50003167,0.1,0.878850443,0.25,43,3,12,
12,19.97402605,0.1,0.807010134,0.25,46,3,12,
13,21.44655292,0.1,0.7461885,0.25,49,3,12,
14,22.91803994,0.1,0.693985302,0.25,52,3,12,
15,24.38875351,0.1,0.648665325,0.25,55,3,12,
,,,,,,,,
0,3,0.1,3,0.25,10,1,13,
1,3.854068799,0.1,2.303870852,0.25,11,1,13,
2,4.69545234,0.1,1.705192267,0.25,12,1,13,
3,5.442304066,0.1,1.277162766,0.25,13,1,13,
4,6.078386647,0.1,1.012672508,0.25,14,1,13,
5,6.635097925,0.1,0.858842287,0.25,15,1,13,
6,7.14941863,0.1,0.76535317,0.25,16,1,13,
7,7.645104122,0.1,0.701508736,0.25,17,1,13,
8,8.133648146,0.1,0.652362547,0.25,18,1,13,
9,8.619723878,0.1,0.611420848,0.25,19,1,13,
10,9.1050228,0.1,0.575897518,0.25,20,1,13,
11,9.590117786,0.1,0.544463621,0.25,21,1,13,
12,10.07520394,0.1,0.516349686,0.25,22,1,13,
13,10.56035376,0.1,0.491024481,0.25,23,1,13,
14,11.04559824,0.1,0.468081365,0.25,24,1,13,
15,11.53095143,0.1,0.447194379,0.25,25,1,13,
,,,,,,,,
0,3,0.1,3,0.25,10,5,14,
1,3.097523878,0.1,4.711418767,0.25,15,5,14,
2,3.878939459,0.1,5.693532677,0.25,20,5,14,
3,5.316553819,0.1,5.817013281,0.25,25,5,14,
4,7.479448007,0.1,5.054275503,0.25,30,5,14,
5,10.24749956,0.1,3.777173096,0.25,35,5,14,
6,13.20827102,0.1,2.639927079,0.25,40,5,14,
7,16.02327211,0.1,1.954502484,0.25,45,5,14,
8,18.68539453,0.1,1.57931868,0.25,50,5,14,
9,21.27708531,0.1,1.343621808,0.25,55,5,14,
10,23.83672573,0.1,1.174834741,0.25,60,5,14,
11,26.37724907,0.1,1.045630327,0.25,65,5,14,
12,28.90423937,0.1,0.942910234,0.25,70,5,14,
13,31.42087463,0.1,0.85905628,0.25,75,5,14,
14,33.92923269,0.1,0.789198701,0.25,80,5,14,
15,36.43078002,0.1,0.730044764,0.25,85,5,14,
,,,,,,,,
0,3,0.1,3,0.25,10,3,15,
1,3.431964531,0.1,3.529650289,0.25,13,3,15,
2,4.249977311,0.1,3.688683726,0.25,16,3,15,
3,5.440751136,0.1,3.458795183,0.25,19,3,15,
4,6.947888363,0.1,2.937204736,0.25,22,3,15,
5,8.629068117,0.1,2.332296669,0.25,25,3,15,
6,10.3218669,0.1,1.83363782,0.25,28,3,15,
7,11.94908351,0.1,1.494436214,0.25,31,3,15,
8,13.51743642,0.1,1.271682893,0.25,34,3,15,
9,15.05271271,0.1,1.115366239,0.25,37,3,15,
10,16.57071976,0.1,0.997044069,0.25,40,3,15,
11,18.07857341,0.1,0.902928211,0.25,43,3,15,
12,19.57960118,0.1,0.825745358,0.25,46,3,15,
13,21.07563323,0.1,0.761098055,0.25,49,3,15,
14,22.56781875,0.1,0.706066463,0.25,52,3,15,
15,24.05693728,0.1,0.658603834,0.25,55,3,15,
